submitted_item	validated_id	current_symbol
FBgn0027054	FBgn0027054	CSN4
FBgn0033246	FBgn0033246	ACC
FBgn0033247	FBgn0033247	Nup44A
FBgn0025360	FBgn0025360	Optix
FBgn0033252	FBgn0033252	CG12769
FBgn0040778	FBgn0040778	CG17977
FBgn0020279	FBgn0020279	lig
FBgn0021814	FBgn0021814	Vps28
FBgn0025469	FBgn0025469	slv
FBgn0028563	FBgn0028563	sut1
FBgn0033258	FBgn0033258	uno
FBgn0033259	FBgn0033259	Tmem63
FBgn0033260	FBgn0033260	Cul4
FBgn0033261	FBgn0033261	udd
FBgn0050372	FBgn0050372	Asap
FBgn0033264	FBgn0033264	Nup50
FBgn0033265	FBgn0033265	coil
FBgn0033266	FBgn0033266	Socs44A
FBgn0005648	FBgn0005648	Pabp2
FBgn0033268	FBgn0033268	Obp44a
FBgn0263593	FBgn0263593	Lpin
FBgn0010504	FBgn0010504	kermit
FBgn0033272	FBgn0033272	RagC-D
FBgn0021995	FBgn0021995	Rs1
FBgn0050373	FBgn0050373	CG30373
FBgn0033273	FBgn0033273	Gasz
FBgn0011659	FBgn0011659	Mlh1
FBgn0033274	FBgn0033274	CG14757
FBgn0053087	FBgn0053087	LRP1
FBgn0286038	FBgn0286038	sisRNA:CR46360
FBgn0013726	FBgn0013726	pnut
FBgn0261588	FBgn0261588	pdm3
FBgn0033283	FBgn0033283	CG11635
FBgn0028836	FBgn0028836	CSN7
FBgn0002531	FBgn0002531	Lcp1
FBgn0002535	FBgn0002535	Lcp4
FBgn0014469	FBgn0014469	Cyp4e2
FBgn0015034	FBgn0015034	Cyp4e1
FBgn0050359	FBgn0050359	Mal-A5
FBgn0033301	FBgn0033301	CG12780
FBgn0033304	FBgn0033304	Cyp6a13
FBgn0259226	FBgn0259226	CG42326
FBgn0033307	FBgn0033307	CG14752
FBgn0033308	FBgn0033308	CG8736
FBgn0033309	FBgn0033309	Lnpk
FBgn0033313	FBgn0033313	Cirl
FBgn0022027	FBgn0022027	Vps25
FBgn0033315	FBgn0033315	β3GalTII
FBgn0033316	FBgn0033316	Gle1
FBgn0033317	FBgn0033317	CG8635
FBgn0003892	FBgn0003892	ptc
FBgn0265308	FBgn0265308	lncRNA:CR44281
FBgn0263120	FBgn0263120	Acsl
FBgn0040777	FBgn0040777	CG14767
FBgn0005695	FBgn0005695	gcl
FBgn0086784	FBgn0086784	stmA
FBgn0027585	FBgn0027585	CG8740
FBgn0024189	FBgn0024189	sns
FBgn0033337	FBgn0033337	CG8272
FBgn0021825	FBgn0021825	DCTN2-p50
FBgn0033339	FBgn0033339	Sec31
FBgn0027513	FBgn0027513	ana2
FBgn0033340	FBgn0033340	CG13751
FBgn0033341	FBgn0033341	MrgBP
FBgn0004921	FBgn0004921	Gγ1
FBgn0284436	FBgn0284436	CCT8
FBgn0050349	FBgn0050349	CG30349
FBgn0003074	FBgn0003074	Pgi
FBgn0002552	FBgn0002552	lin
FBgn0033348	FBgn0033348	Spt
FBgn0033349	FBgn0033349	CG8243
FBgn0033350	FBgn0033350	CG8237
FBgn0033351	FBgn0033351	AIMP1
FBgn0033352	FBgn0033352	PAN2
FBgn0033354	FBgn0033354	FANCI
FBgn0033355	FBgn0033355	CG13748
FBgn0027607	FBgn0027607	CG8230
FBgn0033356	FBgn0033356	CG8229
FBgn0033357	FBgn0033357	Tom7
FBgn0011300	FBgn0011300	babo
FBgn0286782	FBgn0286782	flz
FBgn0265011	FBgn0265011	Np
FBgn0033362	FBgn0033362	CG8172
FBgn0033363	FBgn0033363	CG13744
FBgn0033365	FBgn0033365	CG8170
FBgn0033367	FBgn0033367	PPO2
FBgn0011746	FBgn0011746	ana
FBgn0010220	FBgn0010220	Dbp45A
FBgn0033373	FBgn0033373	Nadk2
FBgn0083124	FBgn0083124	Uhg4
FBgn0082981	FBgn0082981	snoRNA:Ψ28S-2949
FBgn0086672	FBgn0086672	snoRNA:Or-aca5
FBgn0082928	FBgn0082928	snoRNA:Me28S-G3255a
FBgn0082943	FBgn0082943	snoRNA:Me28S-A982a
FBgn0082942	FBgn0082942	snoRNA:Me28S-A982b
FBgn0082927	FBgn0082927	snoRNA:Me28S-G3255b
FBgn0033375	FBgn0033375	CG8078
FBgn0033376	FBgn0033376	CG8777
FBgn0015838	FBgn0015838	Vang
FBgn0033377	FBgn0033377	Pgm2a
FBgn0033378	FBgn0033378	tsu
FBgn0033379	FBgn0033379	Mys45A
FBgn0033380	FBgn0033380	Phax
FBgn0003612	FBgn0003612	Su(var)2-10
FBgn0033381	FBgn0033381	GstE13
FBgn0027561	FBgn0027561	CG18659
FBgn0033382	FBgn0033382	Hydr1
FBgn0260972	FBgn0260972	alc
FBgn0086656	FBgn0086656	shrb
FBgn0050342	FBgn0050342	Prp38
FBgn0050344	FBgn0050344	CG30344
FBgn0033387	FBgn0033387	CG8008
FBgn0015477	FBgn0015477	Rme-8
FBgn0002567	FBgn0002567	Rab32
FBgn0033392	FBgn0033392	Gnptab
FBgn0262515	FBgn0262515	VhaAC45
FBgn0020621	FBgn0020621	Pkn
FBgn0033400	FBgn0033400	CG2063
FBgn0033401	FBgn0033401	Cog6
FBgn0026326	FBgn0026326	Mad1
FBgn0033402	FBgn0033402	Myd88
FBgn0033408	FBgn0033408	ODA-Dnal1
FBgn0028473	FBgn0028473	Non1
FBgn0016970	FBgn0016970	l(2)k10201
FBgn0053774	FBgn0053774	CG33774
FBgn0016078	FBgn0016078	wun
FBgn0041087	FBgn0041087	wun2
FBgn0033413	FBgn0033413	prel
FBgn0017558	FBgn0017558	Pdk
FBgn0029092	FBgn0029092	ced-6
FBgn0259234	FBgn0287478	Camta
FBgn0004360	FBgn0004360	Wnt2
FBgn0033421	FBgn0033421	CG1888
FBgn0263660	FBgn0263660	lncRNA:CR43651
FBgn0085436	FBgn0085436	Not1
FBgn0033426	FBgn0033426	Nt5c
FBgn0033427	FBgn0033427	Smyd4-1
FBgn0033428	FBgn0033428	Urod
FBgn0033429	FBgn0033429	CG12929
FBgn0285949	FBgn0285949	RpL31
FBgn0033431	FBgn0033431	CG1827
FBgn0010342	FBgn0010342	Map60
FBgn0033434	FBgn0033434	CG1902
FBgn0050338	FBgn0050338	CG30338
FBgn0050000	FBgn0050000	GstT1
FBgn0050005	FBgn0050005	GstT2
FBgn0033438	FBgn0033438	Mmp2
FBgn0011921	FBgn0011921	tRNA:iMet-CAT-2-1
FBgn0023143	FBgn0023143	Uba1
FBgn0010316	FBgn0010316	dap
FBgn0033443	FBgn0033443	CG1698
FBgn0033446	FBgn0033446	CG1648
FBgn0050001	FBgn0050001	CG30001
FBgn0033448	FBgn0033448	hebe
FBgn0033449	FBgn0033449	CG1663
FBgn0033450	FBgn0033450	Lsm11
FBgn0033451	FBgn0033451	Marc
FBgn0266186	FBgn0266186	Vamp7
FBgn0033453	FBgn0033453	Sting
FBgn0023180	FBgn0023180	Orc6
FBgn0023175	FBgn0023175	Prosα7
FBgn0033454	FBgn0033454	CG1671
FBgn0027580	FBgn0027580	PCB
FBgn0050010	FBgn0050010	CG30010
FBgn0285962	FBgn0288856	peo
FBgn0033457	FBgn0033457	Ntmt
FBgn0033459	FBgn0033459	CG12744
FBgn0033460	FBgn0033460	Sec24AB
FBgn0033463	FBgn0033463	CG1513
FBgn0050008	FBgn0050008	CG30008
FBgn0285892	FBgn0285892	tea
FBgn0033464	FBgn0033464	CG1441
FBgn0286783	FBgn0286783	Etf-QO
FBgn0011656	FBgn0011656	Mef2
FBgn0033467	FBgn0033467	Pdrg1
FBgn0283510	FBgn0283510	Pal1
FBgn0033468	FBgn0033468	CG1418
FBgn0027619	FBgn0027619	eIF3j
FBgn0033471	FBgn0033471	CG12134
FBgn0286784	FBgn0286784	TER94
FBgn0022382	FBgn0022382	Pka-R2
FBgn0033473	FBgn0033473	CG12128
FBgn0033474	FBgn0033474	CG1407
FBgn0033475	FBgn0033475	CG12129
FBgn0033476	FBgn0033476	oys
FBgn0040773	FBgn0040773	COX7C
FBgn0263260	FBgn0263260	sel
FBgn0262169	FBgn0262169	magu
FBgn0010385	FBgn0010385	Def
FBgn0033480	FBgn0033480	mRpL42
FBgn0013435	FBgn0013435	Cdc2rk
FBgn0033482	FBgn0033482	CG1371
FBgn0033483	FBgn0033483	egr
FBgn0001291	FBgn0001291	Jra
FBgn0033485	FBgn0033485	RpLP0-like
FBgn0004907	FBgn0004907	14-3-3ζ
FBgn0003071	FBgn0003071	Pfk
FBgn0033486	FBgn0033486	dmpd
FBgn0010531	FBgn0010531	Ccs
FBgn0033491	FBgn0033491	CG18011
FBgn0265512	FBgn0265512	mlt
FBgn0085250	FBgn0085250	CG34221
FBgn0000448	FBgn0000448	Hr3
FBgn0003660	FBgn0003660	Syb
FBgn0033501	FBgn0033501	CG12911
FBgn0050009	FBgn0050009	lncRNA:CR30009
FBgn0033504	FBgn0033504	CAP
FBgn0028426	FBgn0028426	RNaseZ
FBgn0033507	FBgn0033507	CG12909
FBgn0026403	FBgn0026403	Ndg
FBgn0033518	FBgn0033518	Prx6c
FBgn0033519	FBgn0033519	CG11825
FBgn0033520	FBgn0033520	Prx6b
FBgn0033521	FBgn0033521	CG12896
FBgn0262114	FBgn0262114	RanBPM
FBgn0033523	FBgn0033523	CG12895
FBgn0001122	FBgn0001122	Gαo
FBgn0033524	FBgn0033524	Cyp49a1
FBgn0033526	FBgn0033526	Caf1-105
FBgn0033527	FBgn0033527	CG11777
FBgn0261862	FBgn0261862	whd
FBgn0033528	FBgn0033528	trsn
FBgn0033529	FBgn0033529	CG17765
FBgn0283521	FBgn0283521	lola
FBgn0263102	FBgn0263102	psq
FBgn0033538	FBgn0033538	CG11883
FBgn0033539	FBgn0033539	Git
FBgn0033540	FBgn0033540	Elp2
FBgn0024836	FBgn0024836	stan
FBgn0033543	FBgn0033543	Daao1
FBgn0033544	FBgn0033544	CG7220
FBgn0024956	FBgn0024956	Mat1
FBgn0053144	FBgn0053144	CG33144
FBgn0027499	FBgn0027499	wde
FBgn0033547	FBgn0033547	CG12935
FBgn0033548	FBgn0033548	CG7637
FBgn0033549	FBgn0033549	mms4
FBgn0033550	FBgn0033550	CG12341
FBgn0033551	FBgn0033551	CG7222
FBgn0086898	FBgn0086898	dgo
FBgn0029134	FBgn0029134	Prosβ5
FBgn0033554	FBgn0033554	Lsm10
FBgn0033555	FBgn0033555	RpS15Ab
FBgn0033556	FBgn0033556	CG12343
FBgn0033557	FBgn0033557	CG12325
FBgn0027525	FBgn0027525	LTV1
FBgn0050015	FBgn0050015	CG30015
FBgn0050016	FBgn0050016	CG30016
FBgn0263510	FBgn0263510	nclb
FBgn0010356	FBgn0010356	Taf5
FBgn0033564	FBgn0033564	Pex6
FBgn0033566	FBgn0033566	CG18004
FBgn0050020	FBgn0050020	CG30020
FBgn0017414	FBgn0017414	cag
FBgn0033569	FBgn0033569	CG12942
FBgn0033570	FBgn0033570	ND-B14
FBgn0033571	FBgn0033571	Polr2E
FBgn0033574	FBgn0033574	Spn47C
FBgn0040765	FBgn0040765	luna
FBgn0033580	FBgn0033580	CG13231
FBgn0033581	FBgn0033581	CG12391
FBgn0003396	FBgn0003396	shn
FBgn0037084	FBgn0037084	Syx6
FBgn0033584	FBgn0033584	CG7737
FBgn0085256	FBgn0085256	CG34227
FBgn0033598	FBgn0033598	Cpr47Eb
FBgn0033600	FBgn0033600	Cpr47Ec
FBgn0033605	FBgn0033605	CG9067
FBgn0041174	FBgn0041174	Vhl
FBgn0033607	FBgn0033607	CG9062
FBgn0033608	FBgn0033608	CG13220
FBgn0033609	FBgn0033609	Fbl6
FBgn0015582	FBgn0015582	dare
FBgn0040763	FBgn0040763	CG18336
FBgn0259238	FBgn0259238	CG42336
FBgn0033615	FBgn0033615	CG7741
FBgn0025373	FBgn0025373	Fpps
FBgn0033616	FBgn0033616	CG7745
FBgn0016047	FBgn0016047	nompA
FBgn0262574	FBgn0262574	CG43114
FBgn0003382	FBgn0003382	sha
FBgn0043470	FBgn0043470	λTry
FBgn0033624	FBgn0033624	CG12384
FBgn0001276	FBgn0001276	ix
FBgn0024188	FBgn0024188	san
FBgn0033627	FBgn0033627	CG13204
FBgn0021795	FBgn0021795	Tapδ
FBgn0033631	FBgn0033631	Sod3
FBgn0082585	FBgn0082585	sprt
FBgn0050022	FBgn0050022	CG30022
FBgn0050026	FBgn0050026	CG30026
FBgn0015872	FBgn0015872	Drip
FBgn0040503	FBgn0040503	CG7763
FBgn0033635	FBgn0033635	Prip
FBgn0000581	FBgn0000581	E(Pc)
FBgn0001269	FBgn0001269	inv
FBgn0000577	FBgn0000577	en
FBgn0033636	FBgn0033636	tou
FBgn0086658	FBgn0086658	snoRNA:Ψ28S-1180
FBgn0086712	FBgn0086712	Egm
FBgn0033638	FBgn0033638	atos
FBgn0033639	FBgn0033639	CG9003
FBgn0085257	FBgn0085257	CG34228
FBgn0044020	FBgn0044020	Roc2
FBgn0033640	FBgn0033640	CG13198
FBgn0050035	FBgn0050035	Tret1-1
FBgn0040491	FBgn0040491	Buffy
FBgn0010516	FBgn0010516	wal
FBgn0062449	FBgn0062449	CG13197
FBgn0033649	FBgn0033649	pyr
FBgn0033652	FBgn0033652	ths
FBgn0033653	FBgn0033653	CG13192
FBgn0033654	FBgn0033654	Sobp
FBgn0259832	FBgn0259832	CG34229
FBgn0033656	FBgn0033656	S2P
FBgn0013756	FBgn0013756	Mgtor
FBgn0033658	FBgn0033658	Twdlβ
FBgn0033661	FBgn0033661	CG13185
FBgn0033663	FBgn0033663	ERp60
FBgn0284245	FBgn0284245	eEF1α1
FBgn0015543	FBgn0015543	snoRNA:Me28S-A1322
FBgn0260959	FBgn0260959	MCPH1
FBgn0033665	FBgn0033665	Zip48C
FBgn0033667	FBgn0033667	reb
FBgn0033668	FBgn0033668	exp
FBgn0033669	FBgn0033669	PI31
FBgn0026573	FBgn0026573	ADD1
FBgn0053145	FBgn0053145	GalT1
FBgn0011704	FBgn0011704	RnrS
FBgn0085260	FBgn0085260	CG34231
FBgn0033672	FBgn0033672	rho-7
FBgn0033673	FBgn0033673	CG8298
FBgn0004839	FBgn0004839	otk
FBgn0267728	FBgn0267728	otk2
FBgn0259985	FBgn0259985	Mppe
FBgn0260012	FBgn0260012	pds5
FBgn0033677	FBgn0033677	CG8321
FBgn0010339	FBgn0010339	128up
FBgn0004463	FBgn0004463	Polr3B
FBgn0024732	FBgn0024732	Drep1
FBgn0033683	FBgn0033683	CG18343
FBgn0027495	FBgn0027495	Smyd4-4
FBgn0033686	FBgn0033686	Hen1
FBgn0027504	FBgn0027504	bsd
FBgn0033688	FBgn0033688	Prp8
FBgn0085261	FBgn0085261	CG34232
FBgn0014184	FBgn0014184	Oda
FBgn0023167	FBgn0023167	SmD3
FBgn0267913	FBgn0267913	asRNA:CR46194
FBgn0010621	FBgn0010621	CCT5
FBgn0033690	FBgn0033690	EndoG
FBgn0266802	FBgn0266802	asRNA:CR45264
FBgn0033691	FBgn0033691	CG8860
FBgn0033692	FBgn0033692	wash
FBgn0000426	FBgn0000426	SmF
FBgn0033698	FBgn0033698	CG8858
FBgn0033699	FBgn0033699	RpS11
FBgn0083989	FBgn0083989	snoRNA:Me28S-C3420b
FBgn0083988	FBgn0083988	snoRNA:Me28S-C3420a
FBgn0033702	FBgn0033702	CG8854
FBgn0000253	FBgn0000253	Cam
FBgn0264501	FBgn0264501	lncRNA:CR43900
FBgn0033712	FBgn0033712	mIF3
FBgn0033713	FBgn0033713	CG8841
FBgn0264560	FBgn0264560	garz
FBgn0033715	FBgn0033715	CG8490
FBgn0033716	FBgn0033716	Den1
FBgn0033717	FBgn0033717	CG8839
FBgn0266111	FBgn0266111	ana3
FBgn0050045	FBgn0050045	Cpr49Aa
FBgn0033724	FBgn0033724	CG8501
FBgn0033725	FBgn0033725	Cpr49Ac
FBgn0033728	FBgn0033728	Cpr49Ae
FBgn0033730	FBgn0033730	Cpr49Ag
FBgn0033731	FBgn0033731	Cpr49Ah
FBgn0033732	FBgn0033732	CG13157
FBgn0033734	FBgn0033734	CG8520
FBgn0033735	FBgn0033735	Dera
FBgn0033736	FBgn0033736	CG13154
FBgn0033737	FBgn0033737	Nup54
FBgn0033738	FBgn0033738	DUBAI
FBgn0050051	FBgn0050051	Tmem18
FBgn0033739	FBgn0033739	Dyb
FBgn0050334	FBgn0050334	CG30334
FBgn0010238	FBgn0010238	Lac
FBgn0033740	FBgn0033740	dgt5
FBgn0033741	FBgn0033741	CG8545
FBgn0045063	FBgn0045063	fdl
FBgn0033749	FBgn0033749	achi
FBgn0033750	FBgn0033750	CG13151
FBgn0033751	FBgn0033751	CG8818
FBgn0033752	FBgn0033752	CG8569
FBgn0011592	FBgn0011592	fra
FBgn0033753	FBgn0033753	Cyp301a1
FBgn0033754	FBgn0033754	Ak6
FBgn0033755	FBgn0033755	ClC-b
FBgn0022764	FBgn0022764	Sin3A
FBgn0050055	FBgn0050055	lncRNA:CR30055
FBgn0027356	FBgn0027356	Amph
FBgn0004435	FBgn0004435	Gαq
FBgn0050054	FBgn0050054	CG30054
FBgn0033756	FBgn0033756	CG17760
FBgn0033757	FBgn0033757	muskelin
FBgn0028683	FBgn0028683	spt4
FBgn0011604	FBgn0011604	Iswi
FBgn0033760	FBgn0033760	CG8785
FBgn0033761	FBgn0033761	CG8778
FBgn0033762	FBgn0033762	ZnT49B
FBgn0033763	FBgn0033763	CG8646
FBgn0261673	FBgn0261673	nemy
FBgn0033766	FBgn0033766	Nup188
FBgn0033769	FBgn0033769	CG8768
FBgn0261545	FBgn0261545	CG42663
FBgn0026619	FBgn0026619	Taz
FBgn0026741	FBgn0026741	mRpL18
FBgn0011227	FBgn0011227	ox
FBgn0020930	FBgn0020930	Dgkε
FBgn0086904	FBgn0086904	Nacα
FBgn0003326	FBgn0003326	sca
FBgn0033777	FBgn0033777	CG17574
FBgn0000181	FBgn0000181	bic
FBgn0002069	FBgn0002069	AspRS
FBgn0013305	FBgn0013305	Nmda1
FBgn0003975	FBgn0003975	vg
FBgn0010488	FBgn0010488	NAT1
FBgn0033781	FBgn0033781	CG13319
FBgn0033782	FBgn0033782	sug
FBgn0033783	FBgn0033783	CG17019
FBgn0033784	FBgn0033784	SCCRO3
FBgn0033785	FBgn0033785	Sans
FBgn0050487	FBgn0050487	CG30487
FBgn0004512	FBgn0004512	Mdr49
FBgn0265185	FBgn0265185	CG44250
FBgn0033787	FBgn0033787	CG13321
FBgn0005624	FBgn0005624	Psc
FBgn0265623	FBgn0265623	Su(z)2
FBgn0259876	FBgn0259876	Cap-G
FBgn0263998	FBgn0263998	Ack-like
FBgn0020370	FBgn0020370	TppII
FBgn0085468	FBgn0085468	ND-MWFE
FBgn0033799	FBgn0033799	GLaz
FBgn0053138	FBgn0053138	AGBE
FBgn0033802	FBgn0033802	CG17724
FBgn0027079	FBgn0027079	ValRS
FBgn0033806	FBgn0033806	FLASH
FBgn0033808	FBgn0033808	CG4627
FBgn0033810	FBgn0033810	CG4646
FBgn0040754	FBgn0040754	CG17059
FBgn0043010	FBgn0043010	Fsn
FBgn0011763	FBgn0011763	Dp
FBgn0264539	FBgn0264539	lncRNA:CR43918
FBgn0033812	FBgn0033812	Pex13
FBgn0033813	FBgn0033813	fsd
FBgn0033814	FBgn0033814	Qsox1
FBgn0033815	FBgn0033815	CG4676
FBgn0033816	FBgn0033816	CG4679
FBgn0259219	FBgn0259219	CG42319
FBgn0052843	FBgn0052843	Dh31-R
FBgn0033836	FBgn0033836	CG18278
FBgn0259221	FBgn0259221	ATP8A
FBgn0013765	FBgn0013765	cnn
FBgn0050062	FBgn0050062	CG30062
FBgn0086757	FBgn0086757	Golgin97
FBgn0000119	FBgn0000119	arr
FBgn0033842	FBgn0033842	cbc
FBgn0040477	FBgn0040477	cid
FBgn0033844	FBgn0033844	bbc
FBgn0004638	FBgn0004638	drk
FBgn0033845	FBgn0033845	mars
FBgn0033846	FBgn0033846	mip120
FBgn0024556	FBgn0024556	mEFTu1
FBgn0033853	FBgn0033853	Nadk1a
FBgn0053156	FBgn0053156	Nadk1b
FBgn0014877	FBgn0014877	Roe1
FBgn0083006	FBgn0083006	snoRNA:Ψ28S-1153
FBgn0263472	FBgn0263472	snoRNA:2R:9445205
FBgn0263459	FBgn0263459	snoRNA:2R:9445410
FBgn0027581	FBgn0027581	CG6191
FBgn0033859	FBgn0033859	fand
FBgn0033866	FBgn0033866	CG6280
FBgn0033867	FBgn0033867	Cpr50Ca
FBgn0033869	FBgn0033869	Cpr50Cb
FBgn0000662	FBgn0000662	fl(2)d
FBgn0033871	FBgn0033871	CG13339
FBgn0033872	FBgn0033872	CG6329
FBgn0033875	FBgn0033875	CG6357
FBgn0033879	FBgn0033879	Echs1
FBgn0086356	FBgn0086356	tum
FBgn0263697	FBgn0263697	Uba3
FBgn0033883	FBgn0033883	CG16935
FBgn0033884	FBgn0033884	CG13344
FBgn0013733	FBgn0013733	shot
FBgn0033885	FBgn0033885	DJ-1α
FBgn0262739	FBgn0262739	AGO1
FBgn0033886	FBgn0033886	Rpn13
FBgn0013770	FBgn0013770	Cp1
FBgn0261975	FBgn0261975	CG42806
FBgn0275436	FBgn0275436	PheRS-m
FBgn0033887	FBgn0033887	St4
FBgn0033889	FBgn0033889	CG6701
FBgn0033890	FBgn0033890	Ctf4
FBgn0033891	FBgn0033891	CG8067
FBgn0020620	FBgn0020620	RN-tre
FBgn0002643	FBgn0002643	mam
FBgn0040752	FBgn0040752	Prosap
FBgn0259183	FBgn0259183	CG42287
FBgn0259184	FBgn0259184	CG42288
FBgn0033897	FBgn0033897	Rcd1
FBgn0086895	FBgn0086895	pea
FBgn0040751	FBgn0040751	CG13018
FBgn0033899	FBgn0033899	CG13016
FBgn0033900	FBgn0033900	CysRS-m
FBgn0033901	FBgn0033901	O-fut1
FBgn0033902	FBgn0033902	eIF3m
FBgn0033903	FBgn0033903	CG8323
FBgn0033904	FBgn0033904	CG18327
FBgn0033906	FBgn0033906	ReepB
FBgn0033907	FBgn0033907	mRpS16
FBgn0000289	FBgn0000289	cg
FBgn0050069	FBgn0050069	Sdb
FBgn0005613	FBgn0005613	Sox15
FBgn0033912	FBgn0033912	RpS23
FBgn0033913	FBgn0033913	CG8468
FBgn0261276	FBgn0261276	Opa1
FBgn0033915	FBgn0033915	Snrk
FBgn0033916	FBgn0033916	Usp20-33
FBgn0033917	FBgn0033917	SmydA-1
FBgn0001220	FBgn0001220	Hsc70-5
FBgn0033918	FBgn0033918	CG8531
FBgn0027538	FBgn0027538	β4GalNAcTA
FBgn0033919	FBgn0033919	CG8547
FBgn0261270	FBgn0261270	Sps1
FBgn0261269	FBgn0261269	conv
FBgn0085408	FBgn0085408	Shrm
FBgn0033924	FBgn0033924	CG8613
FBgn0033925	FBgn0033925	CG8617
FBgn0033926	FBgn0033926	Arc1
FBgn0033928	FBgn0033928	Arc2
FBgn0033929	FBgn0033929	Tfb1
FBgn0033934	FBgn0033934	CG17385
FBgn0033935	FBgn0033935	Sin1
FBgn0033936	FBgn0033936	Achl
FBgn0013725	FBgn0013725	phyl
FBgn0284250	FBgn0288433	L
FBgn0267824	FBgn0267824	PRAS40
FBgn0024698	FBgn0024698	Cpsf160
FBgn0261823	FBgn0261823	Asx
FBgn0033942	FBgn0033942	Cpr51A
FBgn0050197	FBgn0050197	CG30197
FBgn0265974	FBgn0265974	ttv
FBgn0050076	FBgn0050076	CG30076
FBgn0010397	FBgn0010397	LamC
FBgn0019938	FBgn0019938	Polr1A
FBgn0050077	FBgn0050077	Blos1
FBgn0003742	FBgn0003742	tra2
FBgn0263487	FBgn0263487	scaRNA:ΨU5-44
FBgn0033945	FBgn0033945	CG12868
FBgn0026427	FBgn0026427	Su(var)2-HP2
FBgn0010638	FBgn0010638	Sec61β
FBgn0033948	FBgn0033948	CG12863
FBgn0083123	FBgn0083123	Uhg5
FBgn0082939	FBgn0082939	snoRNA:Me28S-C3227b
FBgn0082926	FBgn0082926	snoRNA:Me28S-U1848
FBgn0082941	FBgn0082941	snoRNA:Me28S-A992
FBgn0082931	FBgn0082931	snoRNA:Me28S-G2703a
FBgn0082930	FBgn0082930	snoRNA:Me28S-G2703b
FBgn0082929	FBgn0082929	snoRNA:Me28S-G2703c
FBgn0082919	FBgn0082919	snoRNA:Or-CD4
FBgn0033949	FBgn0033949	Had2
FBgn0033951	FBgn0033951	CG10139
FBgn0028689	FBgn0028689	Rpn6
FBgn0050476	FBgn0050476	ave
FBgn0033961	FBgn0033961	ND-B15
FBgn0266723	FBgn0266723	Trs31
FBgn0020767	FBgn0020767	Spred
FBgn0259112	FBgn0259112	asRNA:CR42254
FBgn0015602	FBgn0015602	BEAF-32
FBgn0001319	FBgn0001319	kn
FBgn0033968	FBgn0033968	hui
FBgn0033971	FBgn0033971	CG10209
FBgn0027783	FBgn0027783	SMC2
FBgn0028434	FBgn0028434	Ercc1
FBgn0033972	FBgn0033972	Ciao1
FBgn0033973	FBgn0033973	HPS1
FBgn0053506	FBgn0053506	CG33506
FBgn0053505	FBgn0053505	U3-55K
FBgn0264962	FBgn0264962	Pcf11
FBgn0015714	FBgn0015714	Cyp6a17
FBgn0033978	FBgn0033978	Cyp6a23
FBgn0033980	FBgn0033980	Cyp6a20
FBgn0027596	FBgn0027596	Kank
FBgn0033984	FBgn0033984	Lap1
FBgn0261854	FBgn0261854	aPKC
FBgn0033987	FBgn0033987	ckn
FBgn0033988	FBgn0033988	pcs
FBgn0033989	FBgn0033989	CG7639
FBgn0033990	FBgn0033990	CG10265
FBgn0029082	FBgn0287864	hbs
FBgn0262547	FBgn0262547	CG43101
FBgn0015371	FBgn0015371	chn
FBgn0262954	FBgn0262954	Polr2K
FBgn0033993	FBgn0033993	CG8089
FBgn0033994	FBgn0033994	CG7544
FBgn0013467	FBgn0013467	igl
FBgn0033995	FBgn0033995	GPHR
FBgn0033996	FBgn0033996	CG11807
FBgn0033998	FBgn0033998	row
FBgn0050081	FBgn0050081	Ir51b
FBgn0034000	FBgn0034000	CG11808
FBgn0034001	FBgn0034001	mRpL41
FBgn0034002	FBgn0034002	CG8079
FBgn0286785	FBgn0286785	scb
FBgn0034008	FBgn0034008	CG8152
FBgn0004698	FBgn0004698	Xpc
FBgn0034009	FBgn0034009	CG8155
FBgn0013750	FBgn0013750	Arf6
FBgn0034013	FBgn0034013	unc-5
FBgn0011660	FBgn0011660	Pms2
FBgn0000996	FBgn0000996	dup
FBgn0286813	FBgn0286813	SRPK
FBgn0034021	FBgn0034021	CG8180
FBgn0034022	FBgn0034022	CG12964
FBgn0034025	FBgn0034025	Pgant1
FBgn0019968	FBgn0019968	Khc-73
FBgn0050467	FBgn0050467	CG30467
FBgn0034027	FBgn0034027	CG8187
FBgn0022097	FBgn0022097	Vha36-1
FBgn0034029	FBgn0034029	eIF2Bγ
FBgn0034030	FBgn0034030	CG8192
FBgn0034032	FBgn0034032	CG8195
FBgn0024754	FBgn0024754	Flo1
FBgn0050466	FBgn0050466	CG30466
FBgn0013762	FBgn0013762	Cdk5
FBgn0034033	FBgn0034033	CG8204
FBgn0260429	FBgn0260429	CG42524
FBgn0023441	FBgn0023441	fus
FBgn0266636	FBgn0266636	asRNA:CR45143
FBgn0034035	FBgn0034035	Gmppa
FBgn0262512	FBgn0262512	Vha14-1
FBgn0284254	FBgn0284254	Impβ11
FBgn0050089	FBgn0050089	CG30089
FBgn0265991	FBgn0265991	Zasp52
FBgn0034046	FBgn0034046	tun
FBgn0003130	FBgn0003130	Poxn
FBgn0034045	FBgn0034045	CG8249
FBgn0022160	FBgn0022160	Gpo1
FBgn0050085	FBgn0050085	Rif1
FBgn0264089	FBgn0264089	sli
FBgn0053463	FBgn0053463	CG33463
FBgn0034049	FBgn0034049	bdg
FBgn0015247	FBgn0015247	Diap2
